EntrezID	SL2.5_ID
101259996	Solyc10g086280
101244712	Solyc09g091720
101254174	Solyc12g035710
101245381	Solyc07g064690
101261632	Solyc07g025230
104647249	Solyc05g005370
101250614	Solyc08g005870
101251453	Solyc03g083470
101245917	Solyc11g066830
101248854	Solyc12g042760
101265835	Solyc06g083690
100125891	Solyc08g006320
101257784	Solyc07g055850
101246547	Solyc07g053870
101264442	Solyc07g017860
101262822	Solyc06g060250
543978	Solyc06g054260
101252093	Solyc06g084270
101245690	Solyc09g005750
101244292	Solyc06g008450
101261353	Solyc08g076700
101244395	Solyc08g013800
101249615	Solyc03g063880
101257469	Solyc05g014370
101259186	Solyc09g010500
100527968	Solyc05g008060
101251065	Solyc12g007130
101258047	Solyc03g095860
543657	Solyc01g096480
544018	Solyc12g044630
101265760	Solyc08g076130
101256500	Solyc07g007020
101254034	Solyc09g090200
101256213	Solyc09g008450
101244892	Solyc08g061960
101244604	Solyc08g061960
101256571	Solyc03g097070
101247829	Solyc06g051210
101259903	Solyc11g011330
101247416	Solyc03g116870
101243714	Solyc06g018100
101268126	Solyc08g007510
101246738	Solyc08g013900
101257866	Solyc06g075550
101256793	Solyc08g066730
101249297	Solyc09g066150
101260461	Solyc08g078460
101261244	Solyc07g005320
101255867	Solyc03g122140
101255947	Solyc11g013440
101268835	Solyc02g064800
101249014	Solyc09g061760
101249255	Solyc12g094470
101265508	Solyc02g069740
101248351	Solyc02g082040
101255604	Solyc07g006140
101259864	Solyc08g015660
101264832	Solyc06g071630
101259376	Solyc01g103160
101265464	Solyc08g075910
101260000	Solyc11g005220
101256514	Solyc09g011240
101265897	Solyc12g011300
101246417	Solyc04g058090
101261596	Solyc12g088720
101262173	Solyc02g068530
544033	Solyc07g019440
101252005	Solyc07g043590
101246347	Solyc05g015520
101268879	Solyc07g005640
101265832	Solyc06g072610
101245975	Solyc08g075690
101260506	Solyc11g068480
101255019	Solyc08g067450
101264400	Solyc02g079540
543684	Solyc06g062920
101245922	Solyc12g005760
101251456	Solyc03g123370
101256876	Solyc05g014320
101254999	Solyc05g052710
101252347	Solyc02g084380
101249911	Solyc04g071730
101267103	Solyc03g111140
101260424	Solyc04g051590
101256688	Solyc07g041340
101267749	Solyc01g095540
101266384	Solyc02g078550
101255964	Solyc03g034190
101243940	Solyc01g109310
101253365	Solyc12g088180
778241	Solyc11g069190
101259963	Solyc08g077290
101262260	Solyc10g005050
101250549	Solyc01g108600
100527967	Solyc04g007690
101254719	Solyc08g081220
101251029	Solyc09g061950
101264445	Solyc07g063900
101261539	Solyc08g061100
101250390	Solyc03g111850
101245419	Solyc02g082160
101261056	Solyc08g076710
100500729	Solyc06g068860
104646961	Solyc04g054150
101255211	Solyc07g008530
101252577	Solyc04g015270
101244439	Solyc11g010510
101247231	Solyc06g084520
101247180	Solyc11g005840
544149	Solyc02g082920
101268872	Solyc06g050900
543971	Solyc11g066130
778336	Solyc02g081170
101252876	Solyc05g012700
101268325	Solyc01g108270
101266129	Solyc06g074980
101259922	Solyc03g096000
101254480	Solyc04g078920
101256541	Solyc02g084020
101256672	Solyc04g064490
101253972	Solyc12g006050
101251343	Solyc10g083150
101266417	Solyc05g012190
101246125	Solyc04g008850
543696	Solyc04g050930
101265974	Solyc10g079880
100316901	Solyc01g109300
101258822	Solyc11g071790
101253784	Solyc05g006620
101243822	Solyc09g059040
101262428	Solyc06g069410
100736476	Solyc05g008020
101261736	Solyc09g011780
101263291	Solyc03g059190
101263585	Solyc03g059200
101255734	Solyc09g082660
101244048	Solyc02g093110
101253748	Solyc11g044880
101247070	Solyc01g103800
101255705	Solyc06g069710
101265819	Solyc04g081570
100037730	Solyc04g082250
101246341	Solyc04g074950
101254666	Solyc03g031700
101251804	Solyc01g009100
101252773	Solyc04g071870
101258022	Solyc11g006420
101258638	Solyc03g115500
101245061	Solyc05g053170
101245946	Solyc05g018600
101267906	Solyc07g009150
101251764	Solyc03g112910
101256668	Solyc03g116560
101246190	Solyc10g018190
101245901	Solyc10g084040
101254013	Solyc08g006890
101257481	Solyc06g060490
101257682	Solyc07g043240
101266256	Solyc01g006490
101250327	Solyc01g010760
101246533	Solyc05g053540
101262825	Solyc07g006540
778267	Solyc03g044470
101252042	Solyc02g078140
101257485	Solyc07g053480
101264607	Solyc03g123910
101250073	Solyc02g078210
101247161	Solyc09g072790
101257376	Solyc05g052610
101245430	Solyc12g006940
101268449	Solyc11g073270
101266087	Solyc02g082340
101246391	Solyc10g084050
101252681	Solyc04g077510
101246819	Solyc04g056740
101264574	Solyc10g083690
101264117	Solyc04g079410
101258511	Solyc11g005140
101263088	Solyc03g062710
101263927	Solyc08g076080
101256894	Solyc07g055900
101260324	Solyc12g096230
101263985	Solyc03g096250
101252768	Solyc04g024530
101255264	Solyc11g051160
101256831	Solyc11g013490
101260326	Solyc03g119700
101268430	Solyc09g090860
101259798	Solyc02g087710
101253925	Solyc09g014170
101243944	Solyc10g085600
101268326	Solyc10g018590
101255366	Solyc03g007490
101249048	Solyc03g025880
101260176	Solyc09g090470
101249974	Solyc02g091720
101265930	Solyc06g008260
101252526	Solyc09g082400
101244701	Solyc09g014890
101264591	Solyc11g072580
101260057	Solyc06g076780
101250372	Solyc03g031460
101243781	Solyc04g074840
101252115	Solyc01g079840
101249218	Solyc01g110510
101249065	Solyc04g012060
101250559	Solyc02g092860
101252061	Solyc12g042300
101245441	Solyc12g056080
101254334	Solyc09g074800
101055543	Solyc12g007230
101253424	Solyc01g091360
101261350	Solyc08g079620
101263363	Solyc10g086390
101265959	Solyc01g065700
101246480	Solyc10g018160
101252988	Solyc05g051700
101265511	Solyc03g006700
101264569	Solyc02g014770
101244092	Solyc07g018240
101256039	Solyc10g006480
100134888	Solyc01g079200
101251147	Solyc11g044530
101266452	Solyc01g080410
101251313	Solyc01g022740
101259796	Solyc10g084660
543829	Solyc11g005590
101261051	Solyc08g015860
101262461	Solyc10g052880
101264334	Solyc06g060140
101265690	Solyc02g093250
101254625	Solyc01g007800
101248079	Solyc12g013710
101260877	Solyc01g107940
101259920	Solyc03g078770
101247086	Solyc11g010610
101254361	Solyc03g006270
101247064	Solyc01g088620
101258888	Solyc08g076590
101261681	Solyc02g082500
101264277	Solyc11g005370
101259890	Solyc10g037980
101246207	Solyc02g070540
101251457	Solyc12g098860
101244808	Solyc01g087120
101246181	Solyc09g092290
101264846	Solyc08g067160
3950382	Solyc09g064410
101254790	Solyc04g071760
101253202	Solyc07g006070
543741	Solyc07g007750
101248769	Solyc04g076040
101245047	Solyc03g110940
101267743	Solyc01g103540
101260830	Solyc06g060340
100037517	Solyc01g008340
101265653	Solyc07g005510
101253446	Solyc02g071260
101246565	Solyc09g072810
101251600	Solyc07g041940
101256595	Solyc06g076930
101249824	Solyc05g056170
100134879	Solyc04g081440
101262053	Solyc10g011660
101260604	Solyc02g084730
101244925	Solyc02g062550
101247555	Solyc09g066000
101268459	Solyc12g089000
101246701	Solyc12g096820
101250841	Solyc01g100580
101256386	Solyc06g049080
101266728	Solyc06g009650
101250341	Solyc01g096870
101244432	Solyc10g079490
101262383	Solyc02g064930
101257133	Solyc11g013520
101259320	Solyc03g095970
101249317	Solyc10g078460
101249034	Solyc02g091830
101248453	Solyc11g072450
543805	Solyc11g007990
101264414	Solyc03g114690
101246705	Solyc04g016540
543575	Solyc11g073050
101253296	Solyc06g075570
101260091	Solyc02g014300
101247637	Solyc07g062220
101249370	Solyc06g073410
101265626	Solyc03g121640
543801	Solyc10g086500
101264531	Solyc07g006570
101263205	Solyc04g025990
101246982	Solyc02g091930
101262511	Solyc04g054270
101262796	Solyc03g120730
101259026	Solyc03g006420
101252772	Solyc04g049800
101246616	Solyc03g112070
101265227	Solyc04g054890
101258912	Solyc02g083900
101257732	Solyc11g062400
101255649	Solyc11g006320
101250502	Solyc05g009160
101252248	Solyc02g079200
101263741	Solyc09g015380
101261781	Solyc11g071910
101259235	Solyc04g025530
544141	Solyc11g068540
101248317	Solyc07g063400
778315	Solyc06g074820
101251143	Solyc11g012050
101249543	Solyc04g005560
101260816	Solyc05g011970
101252202	Solyc07g064410
100750254	Solyc10g054840
101263221	Solyc06g062790
544207	Solyc06g060110
101266631	Solyc04g076860
101255178	Solyc12g045030
543800	Solyc07g026650
101251802	Solyc10g061970
101259462	Solyc10g061970
101251497	Solyc10g061970
101258206	Solyc10g061970
101262784	Solyc03g013160
778312	Solyc01g006510
101253624	Solyc09g082540
101256548	Solyc11g039650
101247822	Solyc05g013780
101258556	Solyc04g081280
543935	Solyc01g087250
101248300	Solyc05g054150
101266068	Solyc09g075390
101250164	Solyc01g102730
101244882	Solyc06g061070
101256506	Solyc08g068160
101263187	Solyc12g014570
101255971	Solyc03g097840
101259199	Solyc01g107860
101265890	Solyc11g065180
104645138	Solyc01g103550
101247418	Solyc03g116600
101251148	Solyc11g045610
101248503	Solyc08g048500
101262601	Solyc03g097170
101246377	Solyc09g075130
100147723	Solyc01g005000
101258617	Solyc02g063090
101257299	Solyc01g080100
101261922	Solyc05g051220
101259654	Solyc08g006120
101245449	Solyc04g010080
101257427	Solyc11g013530
101261344	Solyc08g005070
101268117	Solyc07g006720
101247333	Solyc06g072280
101248589	Solyc07g005830
543759	Solyc10g052470
101254378	Solyc04g063350
101263773	Solyc10g081500
104647326	Solyc05g013050
101265261	Solyc08g029110
101251152	Solyc11g069760
101244105	Solyc01g011040
101250809	Solyc06g070980
101253916	Solyc07g053590
101250317	Solyc07g020800
101259950	Solyc07g017500
101264296	Solyc03g062890
101245942	Solyc04g080630
101244125	Solyc10g008100
101247825	Solyc06g008620
101244392	Solyc07g045090
101259991	Solyc10g074870
101251489	Solyc07g047970
101261961	Solyc01g098840
101253061	Solyc03g025600
778350	Solyc01g067710
101246063	Solyc06g071200
101264639	Solyc06g083760
101262188	Solyc12g013850
101262697	Solyc12g042910
101253115	Solyc09g011030
101267476	Solyc02g078530
101259447	Solyc06g076800
101247584	Solyc11g071230
101260258	Solyc09g011840
101266144	Solyc08g007440
101258304	Solyc09g082760
778229	Solyc05g054760
101257844	Solyc03g083270
101251273	Solyc04g005440
101257407	Solyc09g091580
101251418	Solyc01g100610
101254854	Solyc10g078890
101255183	Solyc03g119950
101266551	Solyc09g009270
104645813	Solyc02g079180
101264774	Solyc02g091100
101257208	Solyc01g068250
101248633	Solyc02g092950
101254692	Solyc05g012800
101247938	Solyc07g041300
101259672	Solyc09g083320
101244178	Solyc04g010110
101253268	Solyc12g096540
101250533	Solyc08g081370
101263082	Solyc11g072210
101263124	Solyc06g065990
101254537	Solyc01g104140
101248377	Solyc04g008770
101252222	Solyc01g091310
101249669	Solyc08g067760
101256991	Solyc07g065250
101259438	Solyc05g014510
101266582	Solyc02g087280
101251074	Solyc12g094540
101248878	Solyc05g054130
101263076	Solyc02g077630
101268743	Solyc12g015790
101265798	Solyc11g069720
101260931	Solyc04g072240
101249062	Solyc03g115920
101246967	Solyc10g009070
543504	Solyc03g119910
101248989	Solyc07g056270
104648929	Solyc01g090110
101249937	Solyc07g044750
101268123	Solyc07g063600
101258436	Solyc11g072920
101255008	Solyc06g071520
101252331	Solyc01g107640
101246663	Solyc09g083420
101253630	Solyc10g039390
101260846	Solyc08g080910
101257061	Solyc04g015040
101248549	Solyc12g010390
101254165	Solyc03g005180
101245278	Solyc08g080380
101267370	Solyc11g006960
100037507	Solyc06g065630
101261160	Solyc09g082970
101265151	Solyc08g042140
101264947	Solyc07g055490
101246861	Solyc01g080050
100134892	Solyc03g044380
101262817	Solyc06g053160
101251794	Solyc07g043060
101266906	Solyc03g008010
101259190	Solyc01g056780
101265499	Solyc02g083570
101250813	Solyc06g060790
101253733	Solyc01g091100
101252105	Solyc01g021640
606712	Solyc05g051200
543862	Solyc06g063330
101259137	Solyc12g099280
101252067	Solyc12g098830
101248963	Solyc04g008750
101259383	Solyc02g021420
101245887	Solyc09g091870
101268391	Solyc04g080530
100316889	Solyc01g091630
101246777	Solyc02g090670
101263950	Solyc02g021760
101266864	Solyc01g079130
101250592	Solyc04g011880
101258272	Solyc06g069740
101267269	Solyc01g096460
101265113	Solyc03g098160
104645762	Solyc02g083660
101263732	Solyc07g066150
100736464	Solyc04g054710
101256844	Solyc03g005270
101249219	Solyc02g014560
101264159	Solyc10g009420
101259923	Solyc03g097120
101249344	Solyc04g012040
101245800	Solyc01g099280
101264126	Solyc06g008210
101247015	Solyc05g005180
101253597	Solyc06g069860
101267093	Solyc12g010010
101248708	Solyc09g059430
101263978	Solyc03g043750
101267610	Solyc06g008330
101263533	Solyc07g062700
101246051	Solyc04g082900
101266940	Solyc05g008640
101251893	Solyc06g073300
101262800	Solyc03g113610
101255954	Solyc11g062270
101261091	Solyc11g042850
101259083	Solyc10g011870
101246069	Solyc07g056410
101254312	Solyc07g021620
101265874	Solyc01g110500
101256444	Solyc02g080410
101263309	Solyc11g010230
544102	Solyc11g010230
101262275	Solyc11g010230
101254197	Solyc11g010230
101260594	Solyc11g007960
101262267	Solyc02g036440
101261290	Solyc02g069850
101260281	Solyc10g044740
101254162	Solyc11g071490
543603	Solyc03g117980
101255422	Solyc09g013110
101264082	Solyc11g012670
101252979	Solyc04g055030
101254370	Solyc03g119540
101255927	Solyc01g099780
101264393	Solyc11g017290
101262543	Solyc08g016010
101246688	Solyc02g064680
101263580	Solyc03g007850
101247744	Solyc09g011320
101246147	Solyc06g074650
101251350	Solyc02g080620
101258075	Solyc06g060440
101268696	Solyc06g059880
101260960	Solyc08g083280
101247998	Solyc12g098990
101267723	Solyc07g062530
101266793	Solyc11g068730
543720	Solyc12g009020
101247777	Solyc02g082070
100301929	Solyc03g113800
101250008	Solyc04g015370
101255514	Solyc07g061800
101253673	Solyc03g117730
101254631	Solyc09g055880
101265541	Solyc05g007490
101261919	Solyc05g008460
101246582	Solyc02g089440
101251175	Solyc04g011860
101256944	Solyc12g005020
100527976	Solyc04g056620
101249855	Solyc01g079760
101255444	Solyc01g111700
101248734	Solyc10g078200
101258096	Solyc01g060280
101262338	Solyc01g006950
606711	Solyc04g079730
544115	Solyc07g053260
101247363	Solyc01g067300
101256557	Solyc03g005260
544239	Solyc10g086220
104645427	Solyc01g110000
101261460	Solyc01g101040
101263934	Solyc01g056310
101257241	Solyc12g009440
101253450	Solyc11g044870
101262498	Solyc03g121820
101246300	Solyc11g005800
101254419	Solyc09g059960
101247061	Solyc01g067290
101266291	Solyc02g083550
101259632	Solyc05g013160
101255674	Solyc12g088320
101263702	Solyc04g082620
101246009	Solyc02g082130
101267552	Solyc01g058390
101266666	Solyc09g063130
101250490	Solyc03g119170
101250007	Solyc03g113530
101249882	Solyc02g072000
101255076	Solyc12g099800
101255811	Solyc07g051880
101253452	Solyc11g067100
101252790	Solyc07g056110
101254620	Solyc08g066650
101267446	Solyc01g065540
101263053	Solyc09g030390
101264460	Solyc01g086850
101251329	Solyc09g090060
101251136	Solyc10g074440
101249027	Solyc10g011690
101261275	Solyc02g014430
101249114	Solyc08g080180
101253414	Solyc01g057210
101244026	Solyc09g005870
101258315	Solyc10g079030
101259652	Solyc07g064050
101255149	Solyc01g111550
101256820	Solyc02g094590
101245026	Solyc11g070170
101251178	Solyc04g077470
101248863	Solyc03g114180
543923	Solyc07g062970
101261291	Solyc11g040150
101247812	Solyc04g057980
101261702	Solyc03g112520
101256959	Solyc12g096370
101250983	Solyc04g053120
101247056	Solyc09g014750
101248153	Solyc10g084140
101258238	Solyc03g096980
101256843	Solyc11g071390
101261467	Solyc01g111350
101252561	Solyc12g044840
101055525	Solyc04g081070
101260386	Solyc10g083460
101256724	Solyc01g112210
101255229	Solyc08g082260
101246078	Solyc01g010940
101246129	Solyc04g058110
543731	Solyc07g042550
101252729	Solyc01g109700
101252371	Solyc03g098150
101256821	Solyc02g093590
101251858	Solyc03g033990
101248144	Solyc10g009020
104648965	Solyc08g078100
101247060	Solyc09g055230
101252182	Solyc05g056110
101247639	Solyc08g005540
101262359	Solyc10g007200
101244152	Solyc11g044810
101247542	Solyc08g006680
101258662	Solyc06g054020
101264255	Solyc01g097460
101244805	Solyc01g079540
101252442	Solyc01g112060
101247620	Solyc05g053020
101254675	Solyc12g100300
101250560	Solyc11g006020
101260202	Solyc11g068460
101264840	Solyc07g040740
101260713	Solyc03g111920
101262182	Solyc03g006540
101257402	Solyc09g008400
101268402	Solyc06g076450
101265380	Solyc02g014860
101251072	Solyc03g095210
101258944	Solyc04g049330
101259367	Solyc09g074510
101251543	Solyc11g065880
543682	Solyc03g114340
101244356	Solyc12g089090
101245496	Solyc01g094070
101267731	Solyc09g015040
101258660	Solyc06g036350
101252449	Solyc10g086020
101252131	Solyc10g086020
101257002	Solyc10g086020
101257335	Solyc02g065560
101255143	Solyc01g104170
100134904	Solyc08g007790
101251518	Solyc10g005900
101260380	Solyc10g005120
101266063	Solyc09g009260
101251580	Solyc04g081020
101245104	Solyc01g111730
101260582	Solyc10g049270
3950482	Solyc01g102770
101267684	Solyc03g033340
101258869	Solyc06g083990
101262693	Solyc12g018990
101263906	Solyc05g009760
101252710	Solyc01g009060
101258308	Solyc01g099860
101246521	Solyc03g115870
101245070	Solyc06g060910
101259352	Solyc07g062930
101254001	Solyc06g048950
101266401	Solyc12g049430
778234	Solyc12g009560
101266891	Solyc11g008290
101246220	Solyc03g033690
543506	Solyc02g081190
101262076	Solyc02g062940
104644399	Solyc10g085960
101265910	Solyc03g111180
101266888	Solyc11g005600
101253367	Solyc03g117740
101264939	Solyc06g065910
101262448	Solyc01g008650
101260897	Solyc02g063010
101258073	Solyc06g071420
101244336	Solyc11g008390
101244994	Solyc01g090910
543887	Solyc03g114830
101250639	Solyc10g045550
101249252	Solyc03g098010
101257780	Solyc06g068470
101252124	Solyc10g005690
101266668	Solyc09g075350
101258169	Solyc07g049600
104648543	Solyc07g065610
101263246	Solyc01g081490
101251740	Solyc02g078150
101252852	Solyc12g042380
101249100	Solyc07g053750
101258422	Solyc02g094470
101245863	Solyc08g013840
101257654	Solyc04g025440
101255028	Solyc09g060090
101256222	Solyc09g098440
101258962	Solyc06g054080
101245881	Solyc01g073650
101267681	Solyc12g005480
101257841	Solyc12g042650
101258848	Solyc04g014910
101254635	Solyc09g074760
101255304	Solyc06g054390
101255555	Solyc02g070100
101255037	Solyc10g005370
101262202	Solyc04g008120
101253218	Solyc08g075400
101265666	Solyc01g008460
101253941	Solyc10g007680
101251587	Solyc06g005370
101246301	Solyc02g085830
101244777	Solyc06g062840
101245005	Solyc01g110530
101257896	Solyc01g087820
101255065	Solyc03g025510
101257016	Solyc10g007550
101251480	Solyc06g034020
101265277	Solyc01g080360
101264119	Solyc05g014970
101265636	Solyc04g074720
101258998	Solyc01g105310
101253075	Solyc04g005350
101263085	Solyc12g009820
101268044	Solyc02g024050
101261642	Solyc08g041870
543939	Solyc07g040690
101251902	Solyc07g053660
101245121	Solyc02g069460
101267448	Solyc01g091940
101245798	Solyc09g090940
101249226	Solyc10g085950
101264827	Solyc05g051000
101250437	Solyc01g009200
101247489	Solyc02g078300
543605	Solyc12g014100
544168	Solyc01g104740
100736446	Solyc01g008110
101255898	Solyc07g006150
101264114	Solyc04g026100
101253040	Solyc02g092750
101247472	Solyc10g055450
101252553	Solyc02g063350
101245542	Solyc04g076140
101246387	Solyc01g088810
543749	Solyc07g055290
101253266	Solyc12g099900
101257104	Solyc09g008410
101263252	Solyc01g103350
101254359	Solyc11g069260
101254801	Solyc06g005580
101245369	Solyc06g064570
100037502	Solyc03g025170
101254700	Solyc06g054300
101246139	Solyc05g056320
101055583	Solyc06g053260
101258943	Solyc04g051670
101244841	Solyc12g010180
101246558	Solyc08g079370
101252647	Solyc02g084370
101265597	Solyc02g038750
101247561	Solyc01g099340
101265651	Solyc06g063000
101257821	Solyc02g092560
101268826	Solyc11g012820
101252892	Solyc06g068820
101263664	Solyc02g082460
101266470	Solyc10g083780
101266035	Solyc06g073800
101265738	Solyc06g073800
543589	Solyc11g006180
101252190	Solyc06g048840
101268231	Solyc01g102340
101259808	Solyc11g064790
543855	Solyc12g096350
101266187	Solyc02g093380
101257054	Solyc03g122090
101250528	Solyc08g007910
101244523	Solyc01g079530
101266979	Solyc10g008190
101255294	Solyc05g008180
543727	Solyc01g087780
101262493	Solyc03g062680
101246001	Solyc10g079460
101258058	Solyc04g016440
101244583	Solyc05g012390
101260655	Solyc07g008800
101268418	Solyc01g009630
101251498	Solyc01g010700
101263646	Solyc01g111420
101250698	Solyc06g005330
101262978	Solyc11g011460
101265358	Solyc01g008470
100736520	Solyc01g008230
101245666	Solyc06g082500
101262147	Solyc09g018850
101254060	Solyc11g069250
543701	Solyc06g075690
101265664	Solyc08g081930
100134875	Solyc10g007600
101253155	Solyc02g062100
101261804	Solyc04g009320
101250487	Solyc12g100050
101259487	Solyc01g109920
101245244	Solyc03g112150
101253239	Solyc02g020910
101256351	Solyc11g072840
101260609	Solyc03g007760
544237	Solyc05g053300
101263529	Solyc07g017770
101267700	Solyc04g005500
101267240	Solyc06g035790
101260188	Solyc10g079130
544069	Solyc01g097240
101268839	Solyc11g066690
101250511	Solyc06g048730
101250796	Solyc05g008000
101247919	Solyc05g055180
101055558	Solyc11g044910
101254698	Solyc06g030490
101256019	Solyc08g007120
101258503	Solyc01g107950
101247014	Solyc04g076480
101260562	Solyc09g015670
101263411	Solyc05g006050
101243766	Solyc12g011450
101248916	Solyc09g089890
101253498	Solyc06g065260
101246763	Solyc01g102610
101257875	Solyc07g017950
101256690	Solyc07g065200
101248209	Solyc11g072860
101260642	Solyc11g072860
544081	Solyc11g072860
101256941	Solyc11g072860
544080	Solyc11g072860
101250733	Solyc01g087500
101257269	Solyc06g050130
101251037	Solyc01g098180
